date,date,total number of dead and missing,migration route,cause of death category,label_level
2022-05-01,2022-05-01,1.0,afghanistan to iran,health-related causes,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,health-related causes,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,violence and related causes,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,health-related causes,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,health-related causes,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,violence and related causes,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,accidental death,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-05-01,2022-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-06-01,2022-06-01,1.0,afghanistan to iran,accidental death,level2
2022-06-01,2022-06-01,1.0,afghanistan to iran,health-related causes,level2
2022-06-01,2022-06-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-06-01,2022-06-01,1.0,afghanistan to iran,health-related causes,level2
2022-07-01,2022-07-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-08-01,2022-08-01,1.0,afghanistan to iran,health-related causes,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,mixed or unknown,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,health-related causes,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,health-related causes,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,health-related causes,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,health-related causes,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,health-related causes,level2
2022-09-01,2022-09-01,1.0,afghanistan to iran,health-related causes,level2
2022-10-01,2022-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-10-01,2022-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2022-10-01,2022-10-01,1.0,afghanistan to iran,mixed or unknown,level2
2022-10-01,2022-10-01,1.0,afghanistan to iran,mixed or unknown,level2
2022-10-01,2022-10-01,1.0,afghanistan to iran,health-related causes,level2
2022-10-01,2022-10-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,mixed or unknown,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,mixed or unknown,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,mixed or unknown,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2022-11-01,2022-11-01,1.0,afghanistan to iran,health-related causes,level2
2023-03-01,2023-03-01,11.0,afghanistan to iran,violence and related causes,level2
2021-08-01,2021-08-01,1.0,belarus-eu border,violence and related causes,level1
2021-09-01,2021-09-01,1.0,belarus-eu border,health-related causes,level1
2021-09-01,2021-09-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2021-09-01,2021-09-01,1.0,belarus-eu border,health-related causes,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,mixed or unknown,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,mixed or unknown,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,mixed or unknown,level1
2021-09-01,2021-09-01,1.0,belarus-eu border,health-related causes,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,health-related causes,level1
2021-11-01,2021-11-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2021-11-01,2021-11-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,drowning and related causes,level1
2021-11-01,2021-11-01,1.0,belarus-eu border,health-related causes,level1
2021-11-01,2021-11-01,1.0,belarus-eu border,mixed or unknown,level1
2021-11-01,2021-11-01,1.0,belarus-eu border,mixed or unknown,level1
2021-11-01,2021-11-01,1.0,belarus-eu border,violence and related causes,level1
2021-12-01,2021-12-01,1.0,belarus-eu border,health-related causes,level1
2021-12-01,2021-12-01,1.0,belarus-eu border,mixed or unknown,level1
2021-09-01,2021-09-01,1.0,belarus-eu border,mixed or unknown,level1
2021-09-01,2021-09-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,health-related causes,level1
2021-10-01,2021-10-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-05-01,2022-05-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-10-01,2022-10-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-11-01,2022-11-01,1.0,belarus-eu border,mixed or unknown,level1
2022-11-01,2022-11-01,1.0,belarus-eu border,mixed or unknown,level1
2022-11-01,2022-11-01,1.0,belarus-eu border,mixed or unknown,level1
2022-12-01,2022-12-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-12-01,2022-12-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-04-01,2022-04-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-12-01,2022-12-01,1.0,belarus-eu border,mixed or unknown,level1
2022-12-01,2022-12-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2022-08-01,2022-08-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-01-01,2023-01-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-02-01,2023-02-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-02-01,2023-02-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-02-01,2023-02-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-02-01,2023-02-01,1.0,belarus-eu border,violence and related causes,level1
2023-02-01,2023-02-01,2.0,belarus-eu border,drowning and related causes,level1
2023-02-01,2023-02-01,1.0,belarus-eu border,mixed or unknown,level1
2023-03-01,2023-03-01,1.0,belarus-eu border,mixed or unknown,level1
2023-03-01,2023-03-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-03-01,2023-03-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-03-01,2023-03-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-03-01,2023-03-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-03-01,2023-03-01,1.0,belarus-eu border,environmental conditions and accidents,level1
2023-04-01,2023-04-01,1.0,belarus-eu border,mixed or unknown,level1
2023-04-01,2023-04-01,1.0,belarus-eu border,mixed or unknown,level1
2023-04-01,2023-04-01,1.0,belarus-eu border,mixed or unknown,level1
2023-04-01,2023-04-01,1.0,belarus-eu border,mixed or unknown,level1
2023-04-01,2023-04-01,1.0,belarus-eu border,mixed or unknown,level1
2023-04-01,2023-04-01,1.0,belarus-eu border,accidental death,level1
2023-05-01,2023-05-01,2.0,belarus-eu border,environmental conditions and accidents,level1
2023-05-01,2023-05-01,1.0,belarus-eu border,mixed or unknown,level1
2023-06-01,2023-06-01,1.0,belarus-eu border,drowning and related causes,level1
2022-12-01,2022-12-01,17.0,caribbean to central america,drowning and related causes,level1
2014-01-01,2014-01-01,1.0,caribbean to us,drowning and related causes,level1
2014-08-01,2014-08-01,9.0,caribbean to us,drowning and related causes,level1
2014-08-01,2014-08-01,1.0,caribbean to us,drowning and related causes,level1
2014-10-01,2014-10-01,2.0,caribbean to us,drowning and related causes,level1
2014-10-01,2014-10-01,2.0,caribbean to us,drowning and related causes,level1
2014-12-01,2014-12-01,1.0,caribbean to us,drowning and related causes,level1
2015-12-01,2015-12-01,13.0,caribbean to us,drowning and related causes,level1
2016-02-01,2016-02-01,1.0,caribbean to us,drowning and related causes,level1
2016-03-01,2016-03-01,9.0,caribbean to us,mixed or unknown,level1
2016-07-01,2016-07-01,2.0,caribbean to us,mixed or unknown,level1
2016-09-01,2016-09-01,20.0,caribbean to us,drowning and related causes,level1
2016-10-01,2016-10-01,1.0,caribbean to us,drowning and related causes,level1
2016-11-01,2016-11-01,19.0,caribbean to us,mixed or unknown,level1
2016-12-01,2016-12-01,1.0,caribbean to us,mixed or unknown,level1
2017-10-01,2017-10-01,2.0,caribbean to us,drowning and related causes,level1
2018-12-01,2018-12-01,2.0,caribbean to us,drowning and related causes,level1
2020-11-01,2020-11-01,18.0,caribbean to us,drowning and related causes,level1
2021-02-01,2021-02-01,10.0,caribbean to us,drowning and related causes,level1
2021-02-01,2021-02-01,6.0,caribbean to us,drowning and related causes,level1
2021-03-01,2021-03-01,7.0,caribbean to us,drowning and related causes,level1
2021-04-01,2021-04-01,10.0,caribbean to us,drowning and related causes,level1
2021-05-01,2021-05-01,1.0,caribbean to us,drowning and related causes,level1
2021-05-01,2021-05-01,12.0,caribbean to us,drowning and related causes,level1
2021-06-01,2021-06-01,2.0,caribbean to us,drowning and related causes,level1
2021-03-01,2021-03-01,5.0,caribbean to us,mixed or unknown,level1
2021-07-01,2021-07-01,9.0,caribbean to us,drowning and related causes,level1
2021-08-01,2021-08-01,3.0,caribbean to us,environmental conditions and accidents,level1
2021-12-01,2021-12-01,2.0,caribbean to us,drowning and related causes,level1
2022-01-01,2022-01-01,39.0,caribbean to us,drowning and related causes,level1
2022-03-01,2022-03-01,1.0,caribbean to us,environmental conditions and accidents,level1
2022-03-01,2022-03-01,2.0,caribbean to us,drowning and related causes,level1
2022-03-01,2022-03-01,1.0,caribbean to us,drowning and related causes,level1
2022-04-01,2022-04-01,2.0,caribbean to us,drowning and related causes,level1
2022-04-01,2022-04-01,6.0,caribbean to us,drowning and related causes,level1
2022-06-01,2022-06-01,1.0,caribbean to us,accidental death,level1
2022-07-01,2022-07-01,17.0,caribbean to us,drowning and related causes,level1
2022-07-01,2022-07-01,20.0,caribbean to us,drowning and related causes,level1
2022-08-01,2022-08-01,7.0,caribbean to us,drowning and related causes,level1
2022-08-01,2022-08-01,2.0,caribbean to us,drowning and related causes,level1
2022-08-01,2022-08-01,7.0,caribbean to us,drowning and related causes,level1
2022-09-01,2022-09-01,19.0,caribbean to us,drowning and related causes,level1
2022-10-01,2022-10-01,8.0,caribbean to us,drowning and related causes,level1
2022-11-01,2022-11-01,2.0,caribbean to us,drowning and related causes,level1
2022-11-01,2022-11-01,1.0,caribbean to us,drowning and related causes,level1
2022-11-01,2022-11-01,12.0,caribbean to us,drowning and related causes,level1
2022-11-01,2022-11-01,11.0,caribbean to us,drowning and related causes,level1
2022-07-01,2022-07-01,1.0,caribbean to us,drowning and related causes,level1
2022-11-01,2022-11-01,4.0,caribbean to us,drowning and related causes,level1
2022-11-01,2022-11-01,20.0,caribbean to us,drowning and related causes,level1
2022-12-01,2022-12-01,9.0,caribbean to us,drowning and related causes,level1
2022-12-01,2022-12-01,2.0,caribbean to us,drowning and related causes,level1
2022-12-01,2022-12-01,16.0,caribbean to us,drowning and related causes,level1
2022-12-01,2022-12-01,18.0,caribbean to us,drowning and related causes,level1
2022-12-01,2022-12-01,28.0,caribbean to us,drowning and related causes,level1
2022-12-01,2022-12-01,1.0,caribbean to us,drowning and related causes,level1
2023-01-01,2023-01-01,2.0,caribbean to us,drowning and related causes,level1
2023-01-01,2023-01-01,25.0,caribbean to us,drowning and related causes,level1
2023-01-01,2023-01-01,10.0,caribbean to us,drowning and related causes,level1
2023-01-01,2023-01-01,15.0,caribbean to us,drowning and related causes,level1
2023-03-01,2023-03-01,1.0,caribbean to us,mixed or unknown,level1
2023-03-01,2023-03-01,1.0,caribbean to us,drowning and related causes,level1
2023-03-01,2023-03-01,16.0,caribbean to us,drowning and related causes,level1
2023-06-01,2023-06-01,1.0,caribbean to us,environmental conditions and accidents,level1
2014-02-01,2014-02-01,2.0,central mediterranean,mixed or unknown,level5
2014-02-01,2014-02-01,7.0,central mediterranean,violence and related causes,level5
2014-03-01,2014-03-01,1.0,central mediterranean,environmental conditions and accidents,level5
2014-04-01,2014-04-01,1.0,central mediterranean,mixed or unknown,level5
2014-04-01,2014-04-01,40.0,central mediterranean,drowning and related causes,level5
2014-05-01,2014-05-01,4.0,central mediterranean,drowning and related causes,level5
2014-05-01,2014-05-01,64.0,central mediterranean,drowning and related causes,level5
2014-05-01,2014-05-01,1.0,central mediterranean,mixed or unknown,level5
2014-05-01,2014-05-01,64.0,central mediterranean,drowning and related causes,level5
2014-06-01,2014-06-01,3.0,central mediterranean,mixed or unknown,level5
2014-06-01,2014-06-01,4.0,central mediterranean,drowning and related causes,level5
2014-06-01,2014-06-01,5.0,central mediterranean,drowning and related causes,level5
